Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimNb,target
0.34,4,14,15,26,116,2,1,6570,0,1,4.865917759699667
0.95,4,4,9,26,90,10,1,6944,0,1,7.094234845924755
0.53,1,4,10,42,78,6,1,93,15,1,7.02919384725252
0.96,2,5,9,24,100,7,0,377,20,1,7.186144304522325
0.67,5,6,1,57,58,3,1,27000,0,1,6.322816554844147
0.33,2,5,0,55,80,3,1,227,15,1,7.094234845924755
0.44,4,5,3,51,50,6,0,3744,20,1,6.401917196727186
0.72,2,10,0,65,50,3,1,423,0,1,7.786967002614872
0.37,1,6,3,37,72,3,0,52,18,1,7.83399634170946
0.56,2,7,0,52,50,3,0,423,0,1,7.094234845924755
0.44,5,6,7,21,100,3,1,15725,0,3,8.833899942908635
0.44,5,6,7,21,100,3,1,15725,0,3,7.094234845924755
0.56,2,6,6,29,100,3,0,159,14,1,7.470389364414226
0.41,2,6,5,40,50,3,0,229,9,1,7.094234845924755
0.83,3,11,0,63,80,3,0,610,19,2,7.094234845924755
0.04,5,4,0,23,100,3,1,16533,0,1,6.493753839851686
0.84,3,11,8,57,54,3,1,789,15,1,7.83399634170946
0.84,3,4,10,45,50,6,1,766,0,1,2.9412760877579323
0.1,3,7,10,23,76,0,1,611,20,1,6.336825731146441
0.83,4,12,0,49,57,3,0,3661,0,1,9.49732219931357
0.69,0,10,0,84,50,3,1,35,20,1,7.83399634170946
0.26,5,5,3,41,100,9,1,10477,0,1,7.171103674418465
0.32,3,4,0,30,100,3,0,796,0,1,7.83399634170946
0.83,3,11,0,63,80,3,0,610,19,2,7.186144304522325
0.48,1,7,1,28,61,3,0,99,19,1,7.097416501079477
0.7,4,11,0,25,76,3,0,2733,20,1,7.786967002614872
0.12,1,4,0,47,50,3,1,98,17,1,7.094234845924755
0.37,4,4,15,49,50,8,1,4762,20,1,6.854902875077909
0.06,3,4,0,51,50,3,0,721,20,1,6.401917196727186
0.35,4,8,0,61,50,3,0,3214,18,1,7.318194661514991
0.74,4,9,7,38,95,3,1,3708,6,1,6.401917196727186
0.31,2,5,0,25,100,3,0,444,7,1,6.401917196727186
0.59,3,8,1,71,50,3,0,583,20,1,7.094234845924755
0.78,4,7,1,42,50,3,0,3628,17,1,7.786967002614872
0.23,5,15,1,48,52,3,1,27000,0,1,7.786967002614872
0.75,0,4,0,23,106,3,0,42,12,1,7.094234845924755
0.39,4,6,4,55,50,3,1,3708,6,1,7.83399634170946
0.44,5,6,7,21,100,3,1,15725,0,3,7.687447060942268
0.36,2,4,0,48,50,3,0,194,20,2,8.853808274977197
0.36,2,4,0,48,50,3,0,194,20,2,7.186144304522325
0.6,4,4,0,79,50,3,1,3541,11,1,7.786967002614872
0.12,2,5,1,28,95,3,0,184,17,1,7.786967002614872
0.83,3,7,0,34,50,3,0,533,20,1,7.786967002614872
0.56,0,7,0,22,100,3,1,37,20,1,7.094234845924755
0.73,4,5,0,33,54,3,1,3317,20,1,7.094234845924755
0.32,3,7,5,48,50,3,0,824,19,1,7.83399634170946
0.39,1,7,1,41,67,3,0,62,17,1,7.094234845924755
0.64,2,4,1,32,54,3,1,405,2,1,7.786967002614872
0.83,3,12,0,65,50,3,0,688,0,2,6.626373319078836
0.83,3,12,0,65,50,3,0,688,0,2,7.702560629970216
0.81,4,5,0,34,51,3,1,2526,0,1,6.495477013940726
0.91,3,6,7,52,50,6,0,645,21,3,8.853808274977197
0.91,3,6,7,52,50,6,0,645,21,3,6.0236170701243905
0.57,2,10,1,39,62,3,1,257,17,1,7.267727779998392
0.84,0,7,0,20,100,2,1,42,21,1,7.186144304522325
0.89,4,7,3,23,90,3,0,3963,19,1,6.401917196727186
0.29,3,7,5,29,68,7,0,1227,7,1,7.094234845924755
0.12,4,4,10,35,76,6,1,6913,0,2,6.866381048674431
0.12,4,4,10,35,76,6,1,6913,0,2,6.322816554844147
0.85,4,8,0,59,50,3,1,3386,0,1,7.094234845924755
0.17,2,8,3,48,100,3,1,109,20,1,6.401917196727186
0.41,2,12,0,57,50,3,0,433,20,1,7.094234845924755
0.43,3,8,0,59,50,3,0,573,0,1,7.786967002614872
0.05,3,8,0,31,68,3,0,1729,16,1,8.853808274977197
0.72,4,4,0,56,50,3,0,3430,20,3,7.786967002614872
0.11,1,4,0,64,50,3,1,51,13,1,6.401917196727186
0.6,3,8,2,76,50,3,0,645,19,1,7.83399634170946
0.56,4,7,2,30,80,9,0,3744,20,1,7.186144304522325
0.55,2,6,4,28,95,0,1,125,19,1,7.029087564149662
0.62,5,11,4,50,54,3,0,27000,0,1,8.665957964681349
0.59,5,10,0,49,72,3,1,27000,0,1,8.195099092190944
0.04,4,4,0,27,85,3,0,5877,0,1,5.2574953720277815
0.5,4,4,0,35,85,3,0,9307,17,1,6.493753839851686
0.58,2,5,6,28,95,6,0,301,19,1,4.005513348515485
0.28,2,4,0,43,54,3,0,418,12,1,7.83399634170946
0.28,5,10,0,50,76,3,1,27000,0,1,7.83399634170946
0.73,3,4,0,22,125,3,1,1231,0,2,6.322816554844147
0.73,3,4,0,22,125,3,1,1231,0,2,7.094234845924755
0.18,3,4,2,19,100,7,1,824,19,1,7.83399634170946
0.56,5,6,5,26,100,3,1,27000,0,1,7.094234845924755
0.72,0,8,0,74,50,3,1,36,14,1,7.83399634170946
0.34,3,4,10,32,60,6,1,1162,19,1,7.094234845924755
0.96,3,8,0,64,50,3,1,1232,20,1,7.094234845924755
0.22,4,7,0,31,64,3,0,3274,0,2,6.322816554844147
0.22,4,7,0,31,64,3,0,3274,0,2,7.094234845924755
0.83,4,5,0,27,100,3,1,4496,0,1,7.83399634170946
0.66,1,7,0,61,50,3,0,61,0,1,7.094234845924755
0.42,3,8,0,31,100,3,1,1929,0,2,7.1316985104669115
0.84,4,7,0,46,50,3,0,3317,20,1,7.83399634170946
0.98,2,6,0,72,50,3,1,135,20,1,7.094234845924755
0.41,2,7,15,19,100,9,1,116,6,1,3.5956670723917576
0.28,4,4,0,25,100,3,1,4496,0,1,7.83399634170946
0.46,3,5,1,42,50,3,1,1217,17,1,6.895743424648892
0.62,0,8,1,53,52,3,0,7,20,1,7.83399634170946
0.27,3,4,6,18,100,6,1,567,7,1,4.974178757085641
0.12,3,8,0,42,58,3,0,721,20,1,7.094234845924755
0.76,4,4,1,25,100,3,1,9307,17,1,7.786967002614872
0.45,1,6,7,19,100,6,1,67,17,2,5.339219357868463
0.45,1,6,7,19,100,6,1,67,17,2,7.83399634170946
0.72,2,7,0,38,50,3,0,198,8,1,7.83399634170946
0.43,1,8,0,58,50,3,0,59,19,1,6.688852721925182
0.51,4,7,10,27,90,0,1,5376,0,1,7.029087564149662
0.71,5,6,1,31,100,3,1,15386,0,1,7.094234845924755
0.52,0,5,5,34,90,8,0,38,5,1,7.186144304522325
0.09,4,4,0,47,68,3,1,3317,20,1,7.094234845924755
0.18,1,4,0,33,50,3,1,95,20,1,7.786967002614872
0.25,5,6,0,39,50,1,0,27000,0,1,6.743587932768224
0.24,4,7,0,67,62,3,0,4059,3,1,7.094234845924755
0.73,5,6,0,35,80,3,1,18229,0,1,7.186144304522325
0.32,4,7,1,59,53,3,0,2178,0,2,6.803505257608338
0.32,4,7,1,59,53,3,0,2178,0,2,7.094234845924755
0.84,4,8,0,41,50,3,1,6257,0,1,7.094234845924755
0.91,4,4,10,44,76,0,1,2471,0,1,7.786967002614872
0.19,4,4,0,52,50,3,1,8023,0,1,8.033009498596668
0.04,3,8,0,38,50,3,0,640,19,1,7.094234845924755
0.21,0,11,0,68,50,3,0,42,0,1,7.83399634170946
0.76,4,4,1,57,76,3,1,5763,0,1,7.186144304522325
0.77,3,7,1,60,50,3,0,721,20,1,7.094234845924755
0.48,0,8,0,51,50,3,0,35,4,1,7.186144304522325
0.54,3,9,1,40,50,3,1,824,19,1,7.029087564149662
0.1,4,4,0,30,112,3,0,3708,6,1,7.83399634170946
0.71,0,4,0,41,100,3,1,50,6,1,7.83399634170946
0.65,3,4,0,25,118,3,1,824,19,1,4.056988775678332
0.84,3,4,10,23,100,3,1,1462,0,1,7.043936906629336
0.82,2,4,1,53,50,3,1,135,6,1,7.186144304522325
0.28,5,4,0,19,100,3,1,27000,0,1,7.186144304522325
0.11,3,8,0,41,50,3,0,1957,0,1,7.094234845924755
0.42,3,8,0,31,100,3,1,1929,0,2,7.83399634170946
0.7,3,4,2,26,76,3,0,528,20,1,6.139151525006747
0.71,3,8,0,36,50,3,1,818,8,1,8.853808274977197
0.48,3,5,0,77,50,3,1,898,20,1,7.094234845924755
0.79,3,4,1,50,50,3,0,631,20,1,7.094234845924755
0.95,3,4,1,47,85,3,1,1488,17,1,8.252185436003328
0.87,2,6,0,23,118,3,1,458,20,1,7.094234845924755
0.24,4,5,8,47,50,7,0,9307,17,1,6.401917196727186
0.06,4,11,10,42,80,0,1,9215,0,1,6.8901206997703275
0.57,4,8,0,53,50,3,0,2471,0,1,7.094234845924755
0.23,1,10,0,44,50,3,1,74,15,1,6.336825731146441
0.01,3,12,2,39,50,3,0,755,0,1,7.186144304522325
0.75,1,4,0,70,50,3,0,72,2,2,5.736636811527148
0.72,4,5,1,32,57,3,1,4998,0,1,7.029087564149662
0.49,4,7,0,31,60,3,0,9307,17,1,6.55250788703459
0.41,2,5,5,38,76,8,1,264,2,1,5.298167355296911
0.01,1,7,2,26,76,7,0,68,17,1,8.059323645513478
0.5,3,9,5,40,50,4,1,570,20,1,7.094234845924755
0.95,0,5,4,36,62,3,0,29,19,2,8.091385570299826
0.35,3,11,3,72,50,3,0,1955,21,1,6.710523109452428
0.95,0,5,4,36,62,3,0,29,19,2,6.042561572235981
0.48,3,7,3,38,100,3,0,1609,0,1,7.83399634170946
0.18,5,4,1,47,54,3,0,27000,0,1,7.094234845924755
0.3,3,5,0,41,68,3,0,1535,14,1,7.186144304522325
0.44,4,4,0,39,100,3,0,4985,0,1,6.802150288998454
0.59,4,4,0,35,90,3,0,7259,7,1,6.8106494880325945
0.78,1,10,6,47,57,3,0,66,15,1,7.094234845924755
0.52,4,6,8,41,50,6,0,4985,0,1,7.094234845924755
0.75,3,7,0,79,50,3,0,543,19,1,6.2029807621812125
0.1,4,8,3,26,90,4,0,9817,0,1,7.186144304522325
0.48,2,10,10,54,50,3,0,159,14,2,8.396876949901499
0.48,2,10,10,54,50,3,0,159,14,2,6.90875477931522
0.15,3,9,4,45,54,3,1,918,0,1,5.8944028342648505
0.19,0,7,2,69,50,3,1,26,4,1,7.094234845924755
0.87,3,4,3,71,50,3,1,645,21,1,7.094234845924755
0.7,3,6,4,38,54,3,1,793,0,1,7.7950825913392725
0.47,4,5,1,39,80,3,1,7187,0,1,7.094234845924755
0.24,4,5,1,77,50,3,1,3651,8,1,7.094234845924755
0.03,0,4,4,38,50,3,1,24,10,1,7.094234845924755
0.29,3,6,5,43,64,3,1,1895,7,1,7.186144304522325
0.12,4,6,2,42,54,3,0,9307,17,1,8.320757294302455
0.03,3,6,5,35,76,9,0,677,7,1,7.186144304522325
0.64,2,6,4,60,50,3,0,157,17,1,7.094234845924755
0.02,5,10,2,43,57,3,1,27000,0,1,7.094234845924755
0.74,4,10,15,52,90,3,0,4753,0,1,7.186144304522325
0.39,1,5,5,61,52,3,1,66,14,1,7.186144304522325
0.64,4,5,1,66,50,3,1,6729,0,1,7.029087564149662
0.01,1,5,5,36,50,3,1,66,20,2,9.007856923358275
0.01,1,5,5,36,50,3,1,66,20,2,6.543681603233723
0.28,0,6,5,64,80,3,1,39,14,1,7.186144304522325
0.13,4,6,5,50,50,3,1,3386,0,1,7.186144304522325
0.34,4,12,3,50,50,3,0,3859,17,1,6.322816554844147
0.03,5,6,4,45,76,3,1,17140,0,1,7.186144304522325
0.54,2,10,1,27,85,0,0,242,17,1,7.893568342154658
0.08,2,4,2,27,106,3,1,465,0,1,7.186144304522325
0.26,0,11,2,47,50,3,0,48,3,1,7.094234845924755
0.11,1,11,3,45,50,3,0,67,14,1,6.401917196727186
0.03,3,4,2,33,72,3,0,642,7,1,9.012360054200249
0.17,2,4,2,47,50,3,0,448,20,1,7.094234845924755
0.12,2,6,3,78,50,3,1,366,17,2,7.866837265111176
0.12,2,6,3,78,50,3,1,366,17,2,7.186144304522325
0.12,2,5,3,64,50,3,0,127,14,1,7.186144304522325
0.03,3,7,6,33,90,3,1,779,17,1,7.186144304522325
0.44,4,5,7,28,64,7,0,2647,0,1,7.186144304522325
0.86,3,4,1,36,50,3,1,1957,0,1,7.029087564149662
0.74,3,7,3,30,57,3,0,1323,17,1,7.186144304522325
0.06,3,7,5,32,64,3,0,677,7,1,7.094234845924755
0.24,1,6,5,35,74,7,0,55,11,1,6.401917196727186
0.2,0,4,4,37,57,0,1,40,6,1,6.401917196727186
0.32,3,6,2,58,50,3,0,1817,1,1,7.094234845924755
0.24,4,7,4,57,95,1,0,2426,0,1,7.029087564149662
0.05,2,9,15,56,50,0,1,341,19,1,6.761167594139294
0.7,5,11,5,45,72,7,1,27000,0,1,6.401917196727186
0.52,4,8,4,50,95,3,0,3834,0,1,7.186144304522325
0.28,0,7,10,39,50,3,1,35,20,1,4.419442836059304
0.54,3,5,1,47,50,3,1,677,0,1,7.029087564149662
0.36,4,4,5,46,58,3,1,2178,0,1,7.094234845924755
0.71,5,11,1,60,50,3,0,27000,0,1,7.029087564149662
0.07,5,10,3,54,55,3,1,27000,0,1,7.532741384873362
0.28,1,8,3,76,50,3,0,53,17,1,7.094234845924755
0.42,3,4,2,74,68,3,1,1658,2,1,6.493753839851686
0.36,3,10,2,38,50,3,0,1759,11,1,7.094234845924755
0.2,4,5,4,44,50,6,1,2131,17,1,7.094234845924755
0.7,3,5,10,50,100,0,1,1929,0,1,7.186144304522325
0.61,2,10,15,25,72,3,0,109,13,2,9.671114035843228
0.61,2,10,15,25,72,3,0,109,13,2,7.186144304522325
0.14,2,11,4,60,50,3,0,184,20,1,8.494129251817686
0.12,3,6,3,34,80,3,1,818,8,1,8.181401523155833
0.49,4,6,6,53,50,3,1,4762,20,4,8.853808274977197
0.49,4,6,6,53,50,3,1,4762,20,4,7.083345900436799
0.28,2,5,2,37,63,3,0,106,19,1,6.76973382108475
0.45,0,4,4,63,50,3,1,18,14,1,7.094234845924755
0.3,4,10,2,42,50,3,1,9307,17,1,7.094234845924755
0.53,4,6,7,44,80,6,0,8023,0,2,6.7464121285733745
0.53,4,6,7,44,80,6,0,8023,0,2,6.401917196727186
0.74,0,5,7,25,80,0,0,38,11,1,7.094234845924755
0.74,3,7,6,28,63,3,0,575,12,1,7.094234845924755
0.2,1,4,3,76,50,3,1,97,6,1,7.094234845924755
0.49,5,7,10,58,50,3,1,12750,0,1,5.562679633678201
0.12,3,4,7,64,50,3,1,1220,15,1,6.177632862297297
0.16,2,4,15,55,59,7,0,262,20,1,7.186144304522325
0.74,4,7,2,48,50,3,0,3997,0,1,7.094234845924755
0.09,3,10,15,64,50,3,1,1326,20,1,5.246866164956958
0.61,4,5,8,53,50,6,1,4656,0,1,5.318119993844216
0.26,3,4,15,39,95,6,1,891,8,1,7.236764018585515
0.7,2,6,6,40,50,3,0,283,11,1,6.479891175930494
0.49,4,4,2,30,60,3,0,8549,17,1,7.094234845924755
0.06,1,4,2,33,90,3,0,91,2,1,7.186144304522325
0.12,4,7,5,27,80,10,1,9215,0,1,7.029087564149662
0.18,2,7,3,55,50,3,0,223,9,2,4.520156811661135
0.18,2,7,3,55,50,3,0,223,9,2,6.927459862256472
0.36,2,4,4,49,50,3,0,290,19,1,7.186144304522325
0.22,0,11,9,47,50,3,1,47,13,1,7.094234845924755
0.74,3,11,2,45,50,3,0,1002,17,1,6.322816554844147
0.42,4,7,6,39,50,3,0,3866,4,1,7.094234845924755
0.49,2,4,4,30,95,3,0,247,20,2,8.853808274977197
0.49,2,4,4,30,95,3,0,247,20,2,7.094234845924755
0.11,2,5,10,30,85,7,0,208,0,3,4.981686972140363
0.11,2,5,10,30,85,7,0,208,0,3,6.799055862058796
0.11,2,5,10,30,85,7,0,208,0,3,7.659642954564682
0.61,0,5,7,33,51,0,0,22,15,1,6.401917196727186
0.16,3,7,10,42,50,6,1,1271,19,1,7.186144304522325
0.38,2,7,2,52,50,3,1,315,19,1,6.401917196727186
0.45,3,5,4,35,60,3,1,824,19,1,7.094234845924755
0.2,2,8,3,59,50,3,0,296,17,1,6.322816554844147
0.2,3,4,3,58,50,3,0,1006,20,1,5.886104031450156
0.58,2,4,5,29,85,3,1,217,7,1,6.493753839851686
0.45,4,4,3,30,60,7,0,4985,0,1,7.1886317457453055
0.36,3,7,4,56,50,3,1,645,21,1,6.311734809152915
0.74,2,6,2,52,50,3,0,119,6,1,8.853808274977197
0.44,3,5,8,48,50,6,1,868,15,1,7.094234845924755
0.74,3,11,5,64,50,3,0,533,20,2,8.601901919343192
0.74,3,11,5,64,50,3,0,533,20,2,7.094234845924755
0.53,3,6,5,60,50,3,1,572,7,1,7.147535667449047
0.17,3,11,10,25,95,0,1,962,7,1,5.7620828288266255
0.46,4,5,9,19,125,9,0,2498,14,1,7.0629539808709465
0.51,2,7,2,31,57,3,0,423,0,1,7.094234845924755
0.11,1,4,7,63,50,3,1,51,17,1,7.967734148672641
0.2,3,7,6,68,57,3,0,563,11,1,7.186144304522325
0.43,3,6,10,65,50,10,1,1955,21,1,6.493753839851686
0.8,4,8,5,68,81,3,1,2674,20,1,7.6308932073166735
0.22,0,4,3,45,50,6,0,11,20,1,7.094234845924755
0.42,3,4,6,42,71,10,1,570,7,1,7.094234845924755
0.74,3,4,5,60,90,10,1,824,19,2,6.197339856855672
0.38,0,8,3,47,51,3,0,34,15,1,7.186144304522325
0.29,3,4,4,50,50,3,1,631,20,1,6.401917196727186
0.44,3,7,3,56,50,3,1,645,21,1,6.007091802993681
0.36,4,4,4,47,55,3,1,3317,20,1,7.186144304522325
0.74,1,9,6,69,50,3,1,99,6,1,7.186144304522325
0.2,4,10,1,62,62,3,1,3744,20,1,6.493753839851686
0.7,0,6,10,45,50,3,0,27,1,1,7.094234845924755
0.3,4,4,2,28,72,3,1,2784,7,1,7.094234845924755
0.2,2,7,2,69,50,3,0,395,11,1,6.401917196727186
0.58,4,9,8,43,68,5,0,2039,7,1,7.094234845924755
0.3,4,4,2,44,50,3,0,2884,0,1,7.094234845924755
0.2,3,9,8,62,50,3,1,626,20,2,8.853808274977197
0.2,3,9,8,62,50,3,1,626,20,2,6.761167594139294
0.85,3,7,5,30,90,0,1,1541,19,3,6.322816554844147
0.74,2,11,1,48,67,3,0,458,20,1,7.825528910816463
0.74,0,4,5,49,50,3,1,50,1,1,7.094234845924755
0.85,3,7,5,30,90,0,1,1541,19,3,7.029087564149662
0.2,0,6,3,39,50,3,1,47,8,1,7.094234845924755
0.74,2,6,5,35,57,0,1,151,20,1,8.725994381014571
0.54,2,4,2,41,50,3,0,417,17,1,7.094234845924755
0.26,3,11,1,79,50,3,0,898,20,1,7.094234845924755
0.74,4,7,4,50,50,3,0,3258,0,2,8.853808274977197
0.74,4,7,4,50,50,3,0,3258,0,2,7.186144304522325
0.2,4,4,4,80,50,3,1,2007,0,1,6.322816554844147
0.45,3,7,2,49,50,3,1,856,17,1,7.186144304522325
0.74,2,8,3,44,50,3,0,160,18,1,7.186144304522325
0.62,4,9,1,52,50,3,1,3699,0,1,7.029087564149662
0.64,4,6,3,46,76,3,1,2537,7,1,5.586161925798122
0.24,3,4,2,57,50,3,1,820,8,1,6.493753839851686
0.6,4,4,3,62,50,3,0,2051,17,1,7.186144304522325
0.24,1,6,6,44,50,0,0,72,18,1,7.094234845924755
0.6,2,4,2,48,90,3,0,209,20,2,8.411832675758411
0.6,2,4,2,48,90,3,0,209,20,2,7.186144304522325
0.57,4,6,3,34,72,3,0,2400,0,1,7.170888478512505
0.05,3,8,2,47,112,3,1,1425,8,1,7.094234845924755
0.46,0,6,3,48,50,3,0,16,15,1,7.094234845924755
0.61,4,5,4,80,85,3,1,3317,20,1,6.493753839851686
0.28,0,8,3,44,50,3,1,10,6,1,6.493753839851686
0.67,0,5,15,54,50,6,0,15,4,1,7.094234845924755
0.41,0,8,2,36,68,3,0,17,8,1,7.094234845924755
0.63,2,4,2,29,106,3,1,399,14,1,6.493753839851686
0.58,4,6,15,51,50,7,1,3317,20,1,5.707110264748875
0.28,4,7,1,59,50,3,0,6090,0,1,4.236567242612494
0.75,2,5,3,30,85,10,1,335,19,1,6.322816554844147
0.16,2,9,1,54,50,3,1,104,20,1,6.336825731146441
0.34,2,8,5,30,70,3,0,171,17,1,6.985466039008811
0.4,3,4,3,37,62,3,1,1287,14,1,6.761167594139294
0.3,4,10,1,43,50,3,1,2663,0,1,6.322816554844147
0.74,4,8,5,79,50,3,0,2498,14,1,6.401917196727186
0.28,5,10,10,44,95,3,1,27000,0,1,7.186144304522325
0.28,4,7,6,51,59,3,0,6570,0,1,7.094234845924755
0.58,4,5,6,53,76,6,0,3430,20,1,7.094234845924755
0.16,0,6,3,47,50,6,0,32,18,1,5.316402834094422
0.66,4,9,1,38,78,3,0,2252,17,1,7.186144304522325
0.02,2,12,2,51,50,3,0,244,0,1,7.094234845924755
0.74,4,8,1,42,51,3,0,2563,0,2,9.289705927356923
0.74,4,8,1,42,51,3,0,2563,0,2,7.786967002614872
0.13,4,6,0,66,50,3,0,9307,17,1,7.029087564149662
0.42,4,8,2,52,64,3,0,3317,20,2,6.493753839851686
0.32,2,15,2,27,106,3,0,458,20,1,5.301512257444556
0.36,3,10,1,58,50,3,1,657,20,1,7.83399634170946
0.04,2,6,3,53,50,3,1,116,6,1,6.792142386859959
0.62,3,4,1,22,100,3,0,532,19,1,7.094234845924755
0.74,2,11,1,62,50,3,0,342,20,2,7.621195162809845
0.74,2,11,1,62,50,3,0,342,20,2,7.583145737952823
0.18,2,4,1,79,50,3,1,342,20,1,7.83399634170946
0.44,0,11,1,37,50,3,0,22,14,1,7.83399634170946
0.04,4,4,1,26,95,3,1,3317,20,1,6.493753839851686
0.28,2,8,1,33,64,3,0,184,8,1,7.094234845924755
0.74,4,12,7,34,60,3,0,2278,0,1,7.186144304522325
0.39,4,5,3,83,50,3,1,2563,0,1,7.094234845924755
0.41,4,5,2,50,50,3,1,6617,0,1,7.094234845924755
0.68,3,8,1,70,50,3,0,1309,14,1,7.094234845924755
0.54,3,8,1,36,50,3,1,677,7,1,7.786967002614872
0.33,4,4,1,38,86,3,0,5410,0,1,6.493753839851686
0.07,4,5,0,37,74,3,0,9096,0,1,7.094234845924755
0.26,1,5,6,30,76,7,0,77,19,1,8.489484836041365
0.36,2,8,4,43,50,3,0,238,18,1,6.728927611442439
0.19,2,5,8,22,100,7,1,216,20,1,4.453416630760555
0.38,3,15,5,60,50,3,0,1622,19,1,7.83399634170946
0.21,2,7,1,34,64,3,0,152,17,1,7.83399634170946
0.07,2,11,0,41,61,8,1,132,0,1,4.854916719096835
0.23,2,6,1,29,70,3,1,116,20,2,6.750551610189804
0.23,2,6,1,29,70,3,1,116,20,2,7.094234845924755
0.74,5,4,1,86,100,3,1,27000,0,1,7.592209787504421
0.43,0,6,10,45,50,3,0,27,1,1,7.094234845924755
0.28,2,7,2,59,72,3,0,211,21,1,7.186144304522325
0.51,3,10,6,47,56,3,1,672,0,1,7.094234845924755
0.43,4,7,1,37,64,3,0,2526,0,1,7.186144304522325
0.29,1,11,3,34,54,3,0,90,15,1,7.094234845924755
0.22,5,10,1,54,100,3,1,16533,0,1,7.094234845924755
0.63,0,8,10,37,57,3,1,28,15,1,6.336825731146441
0.74,4,6,5,33,100,0,1,2733,20,1,7.094234845924755
0.64,3,5,1,42,68,3,0,1535,14,1,7.094234845924755
0.18,4,8,1,53,97,3,1,5410,0,1,7.83399634170946
0.03,3,4,0,61,50,3,1,726,19,1,7.83399634170946
0.69,0,4,1,52,76,3,1,24,16,1,7.094234845924755
0.24,4,5,6,28,68,7,0,3317,20,1,6.075093125547555
0.74,4,6,5,29,95,3,0,6736,0,1,7.094234845924755
0.43,1,4,15,42,50,0,1,84,7,1,7.094234845924755
0.32,5,7,10,29,100,0,1,27000,0,1,7.094234845924755
0.53,0,11,0,42,50,3,1,15,20,1,7.029087564149662
0.74,3,5,1,53,76,8,1,854,17,1,7.186144304522325
0.44,2,6,1,28,68,7,0,371,20,1,7.83399634170946
0.68,4,7,10,19,100,7,1,7259,7,1,7.094234845924755
0.54,3,8,1,41,100,3,0,1229,20,1,6.701628615647781
0.63,3,8,1,55,50,3,0,1428,0,1,7.83399634170946
0.2,3,8,1,35,60,3,0,546,11,1,7.83399634170946
0.66,2,4,1,55,50,3,1,194,15,1,7.786967002614872
0.25,1,4,1,39,50,3,1,51,17,1,4.481758841072857
0.21,2,5,5,30,64,6,0,194,19,1,7.094234845924755
0.54,4,8,1,46,50,3,0,3724,0,1,6.401917196727186
0.19,3,11,1,55,50,3,0,1811,15,1,7.83399634170946
0.31,0,12,1,44,54,3,0,7,17,1,7.186144304522325
0.15,3,4,2,21,112,3,0,1229,20,1,7.094234845924755
0.36,5,8,1,48,100,3,0,17140,0,1,6.401917196727186
0.56,3,12,3,35,80,3,0,935,19,1,6.493753839851686
0.25,2,4,1,73,50,3,1,107,19,1,7.077363023356016
0.68,4,11,2,44,50,3,0,4253,14,1,7.83399634170946
0.74,2,4,1,74,50,3,0,342,20,1,8.297045149081827
0.62,1,11,1,36,95,3,0,99,20,1,7.094234845924755
0.17,4,4,1,26,80,3,1,5353,0,2,8.853808274977197
0.17,4,4,1,26,80,3,1,5353,0,2,8.828844200033615
0.62,3,8,1,61,50,3,0,570,20,1,7.094234845924755
0.26,4,4,1,52,90,3,0,2790,0,2,6.322816554844147
0.26,4,4,1,52,90,3,0,2790,0,2,6.7235198919829084
0.49,2,15,1,70,50,3,1,271,20,1,6.401917196727186
0.29,2,4,1,49,50,3,0,194,20,1,9.350189267092581
0.6,4,6,8,57,95,6,1,2767,11,1,7.42933091377186
0.74,3,4,1,35,54,3,0,658,20,2,9.19634286233233
0.74,3,4,1,35,54,3,0,658,20,2,7.186144304522325
0.74,2,4,1,33,118,3,0,218,9,1,7.83399634170946
0.74,4,8,1,31,51,3,1,2620,14,1,7.83399634170946
0.74,4,4,1,39,76,3,0,3317,20,1,6.493753839851686
0.46,4,4,1,26,100,3,1,9307,17,1,7.786967002614872
0.26,4,7,0,43,50,3,0,9307,17,1,6.322816554844147
0.64,1,4,6,34,100,7,1,67,3,1,7.613324979540639
0.58,2,4,1,55,50,3,1,458,20,1,6.401917196727186
0.13,2,11,0,36,60,3,0,309,8,1,7.83399634170946
0.5,4,5,1,66,50,3,1,3317,20,1,7.186144304522325
0.18,2,7,5,39,72,9,1,264,2,1,7.094234845924755
0.64,4,4,0,25,95,3,1,2618,2,1,7.186144304522325
0.72,2,10,4,53,50,3,1,127,14,2,7.9420068084898565
0.72,2,10,4,53,50,3,1,127,14,2,7.094234845924755
0.33,4,4,1,25,100,3,1,3852,0,1,6.365800120019226
0.28,3,4,1,34,60,3,1,1001,0,1,7.83399634170946
0.63,4,5,1,41,50,3,1,3274,0,1,7.029087564149662
0.22,4,7,1,45,72,3,0,8455,17,1,7.094234845924755
0.42,4,8,2,52,64,3,0,3317,20,2,6.493753839851686
0.6,5,11,2,62,50,3,0,27000,0,1,7.141245122350491
0.74,4,7,1,34,80,3,0,7752,0,1,7.186144304522325
0.74,2,12,10,37,54,3,0,269,20,1,7.83399634170946
0.07,4,6,1,22,95,7,0,4128,11,2,8.853808274977197
0.07,4,6,1,22,95,7,0,4128,11,2,8.294299608857235
0.63,2,5,2,44,59,3,0,424,15,1,7.029087564149662
0.46,0,6,3,56,50,3,0,32,0,1,5.61254399422193
0.53,2,7,10,69,50,3,1,189,19,1,7.186144304522325
0.28,3,11,3,61,50,3,0,678,3,1,7.186144304522325
