date,recession_probability,1_month_recession_probability,3_month_recession_probability,6_month_recession_probability,1_year_rate,3_months_rate,6_months_rate,CPI,INDPRO,10_year_rate,share_price,unemployment_rate,PPI,OECD_CLI_index,CSI_index,Year,Quarter_Number,Month_Number,gdp_per_capita,seasonally_adjusted_INDPRO,seasonally_adjusted_CPI,seasonally_adjusted_unemployment_rate,anomaly_INDPRO,anomaly_CPI,anomaly_unemployment_rate,anomaly_PPI,anomaly_share_price,anomaly_1_year_rate,anomaly_3_months_rate,anomaly_6_months_rate,anomaly_10_year_rate,CPI_trend,INDPRO_trend,unemployment_rate_trend,PPI_trend,seasonally_adjusted_PPI,1_year_rate_acf1_original,1_year_rate_sumsq_acf_original,1_year_rate_acf1_diff1,1_year_rate_sumsq_acf_diff1,1_year_rate_acf1_diff2,1_year_rate_sumsq_acf_diff2,1_year_rate_acf_seasonal,3_months_rate_acf1_original,3_months_rate_sumsq_acf_original,3_months_rate_acf1_diff1,3_months_rate_sumsq_acf_diff1,3_months_rate_acf1_diff2,3_months_rate_sumsq_acf_diff2,3_months_rate_acf_seasonal,6_months_rate_acf1_original,6_months_rate_sumsq_acf_original,6_months_rate_acf1_diff1,6_months_rate_sumsq_acf_diff1,6_months_rate_acf1_diff2,6_months_rate_sumsq_acf_diff2,6_months_rate_acf_seasonal,CPI_acf1_original,CPI_sumsq_acf_original,CPI_acf1_diff1,CPI_sumsq_acf_diff1,CPI_acf1_diff2,CPI_sumsq_acf_diff2,CPI_acf_seasonal,INDPRO_acf1_original,INDPRO_sumsq_acf_original,INDPRO_acf1_diff1,INDPRO_sumsq_acf_diff1,INDPRO_acf1_diff2,INDPRO_sumsq_acf_diff2,INDPRO_acf_seasonal,10_year_rate_acf1_original,10_year_rate_sumsq_acf_original,10_year_rate_acf1_diff1,10_year_rate_sumsq_acf_diff1,10_year_rate_acf1_diff2,10_year_rate_sumsq_acf_diff2,10_year_rate_acf_seasonal,share_price_acf1_original,share_price_sumsq_acf_original,share_price_acf1_diff1,share_price_sumsq_acf_diff1,share_price_acf1_diff2,share_price_sumsq_acf_diff2,share_price_acf_seasonal,unemployment_rate_acf1_original,unemployment_rate_sumsq_acf_original,unemployment_rate_acf1_diff1,unemployment_rate_sumsq_acf_diff1,unemployment_rate_acf1_diff2,unemployment_rate_sumsq_acf_diff2,unemployment_rate_acf_seasonal,PPI_acf1_original,PPI_sumsq_acf_original,PPI_acf1_diff1,PPI_sumsq_acf_diff1,PPI_acf1_diff2,PPI_sumsq_acf_diff2,PPI_acf_seasonal,OECD_CLI_index_acf1_original,OECD_CLI_index_sumsq_acf_original,OECD_CLI_index_acf1_diff1,OECD_CLI_index_sumsq_acf_diff1,OECD_CLI_index_acf1_diff2,OECD_CLI_index_sumsq_acf_diff2,OECD_CLI_index_acf_seasonal,CSI_index_acf1_original,CSI_index_sumsq_acf_original,CSI_index_acf1_diff1,CSI_index_sumsq_acf_diff1,CSI_index_acf1_diff2,CSI_index_sumsq_acf_diff2,CSI_index_acf_seasonal,gdp_per_capita_acf1_original,gdp_per_capita_sumsq_acf_original,gdp_per_capita_acf1_diff1,gdp_per_capita_sumsq_acf_diff1,gdp_per_capita_acf1_diff2,gdp_per_capita_sumsq_acf_diff2,gdp_per_capita_acf_seasonal
1974-12-01,100.0,99.8,94.24,0.62,6.793333333333333,7.151428571428572,7.114285714285715,51.9,41.9503,7.43,1.3484811601787714,7.2,52.2,95.6166924219803,59.5,1974,4,12,27822.666666666668,41.95931855635902,52.052317283727376,7.106950041533315,0,1,0,0,0,0,0,0,0,51.19514603923345,43.6825642825134,6.359198697110106,52.00266368060901,52.31141352666435,0.945353568398284,3.703412441298441,0.36348679441327203,0.28733350275446184,-0.22268398211660795,0.1930073155602987,,0.9517740691102381,4.480142828449396,0.14414988255461017,0.08791205775992705,-0.4167743519925122,0.35373788309791954,,0.9492245697862076,4.223276135506412,0.22209884415014353,0.14833330929082933,-0.352695565421375,0.24931923545168325,,0.9579324864830545,6.183839244881054,0.5165627671911548,2.225645830601323,-0.6238838152323066,0.6253155412933369,,0.9815883025450094,6.920691775791658,0.40774432656297743,0.38185301033952174,-0.32408124092127444,0.21103484206418832,,0.9336167512537987,3.845846729925798,0.28665490697940116,0.12767883695204912,-0.19241482757805944,0.21605179457859652,,0.8989978415889593,2.664385979520226,0.24348038347944836,0.12149030187844798,-0.308498727217182,0.29963830763451,,0.9481119199353925,6.079290368669578,0.30403154134047167,0.3195192797410645,-0.4400048875855326,0.24687469739450793,,0.9442491161991893,4.506670811966616,0.6754053612738508,1.0340715143457662,-0.3184601924759417,0.1656964795411078,,0.9520992762680577,4.192448926724877,0.9657588697145377,3.4225552093087175,0.8190165058302006,1.5250557093280417,,0.9199400479624348,4.539756103111091,-0.012363057071980153,0.12164749998653611,-0.46739068549305407,0.3083910593975626,,0.9795421352338803,7.084357552442113,0.7207934494602,1.0850770381977008,-0.0003631468615947234,0.4267190840158868,
1975-01-01,99.8,99.7,15.68,0.12,6.266363636363637,6.256363636363636,6.363636363636363,52.3,41.3689,7.5,1.4472515672629858,8.1,53.8,95.520685847295,57.6,1975,1,1,27690.0,41.18943939944087,52.38085578752374,8.20451655993087,1,1,0,0,0,0,0,0,0,51.57880523909712,43.51764070815084,6.544040101217106,52.702821971917984,53.46279670669056,0.9463949099535578,3.7396601854258034,0.3758291771859928,0.26823972652738765,-0.22234073311239283,0.19305238590214957,,0.9539627202253863,4.532814751170683,0.15590834228998873,0.07199422702253652,-0.40527647797860117,0.3503792346816279,,0.9508265799041001,4.268723178206528,0.23461666613820484,0.12710002267004725,-0.34839011702199024,0.2557896819562646,,0.9587403972691215,6.21246629527623,0.5253676167299148,2.374032331207257,-0.6236511415018455,0.6252598647951011,,0.9823536088358784,6.998508565996082,0.47426375097086626,0.47189964842858695,-0.3056241606805077,0.22383499511118024,,0.9334651583272452,3.944454557021203,0.28402860628785415,0.1273088485094869,-0.19068262242069225,0.20932006199895292,,0.9213037178340834,2.8784505734312886,0.19567721238475455,0.09102632757306504,-0.34442117725334664,0.3310065308161887,,0.9253412090035844,5.344833517441831,0.3835857932059435,0.41231699055086496,-0.42928995554683236,0.2611560543374467,,0.9427292645954969,4.66618726563739,0.6337814583781455,0.9044296047355506,-0.28670723528335934,0.16955727307301752,,0.9547708016548726,4.192995431304354,0.9678456666998919,3.463060519314277,0.8092390314376948,1.436847701226966,,0.9206663290809177,4.574062154801657,-0.012881888961069815,0.11914501281863109,-0.47100990263794507,0.31633136839915715,,0.9803268336693218,7.144555799024253,0.7306592579165743,1.1715489190597013,-0.0003592415626888616,0.42671208533592114,
1975-02-01,99.7,94.24,2.26,0.0,5.558333333333334,5.5,5.616666666666666,52.6,40.4252,7.39,1.5605853988145764,8.1,54.2,95.6267065854517,57.6,1975,1,2,27733.666666666668,40.215093315091714,52.47781335246911,8.18307815795354,1,0,0,0,0,0,0,0,0,51.96411666067634,43.35269365524333,6.708803575657254,53.35688407640411,54.074285905631605,0.9446320791317078,3.6846576718005943,0.38929516437108846,0.27559602392330035,-0.2216469148097505,0.2023327163275317,,0.9530451843830597,4.500976291519668,0.19010154449852304,0.1119862238458937,-0.40786224003623067,0.34541170729017967,,0.9495232213948483,4.223770373007171,0.26103211344626354,0.15768062753628728,-0.34849472891419525,0.2555556029531594,,0.9599710195039307,6.252602468252736,0.5318452380952405,2.4657299540258477,-0.6200734917589079,0.6099262124594035,,0.9828300370176783,7.031799655050675,0.48658023912244786,0.5690674825663206,-0.328312318292433,0.2293909297859789,,0.9356301179727575,4.040020767308763,0.28159811393122736,0.12385086719105662,-0.1987519320917862,0.2135717331185632,,0.9356629256998548,3.100743172634543,0.2353474893529908,0.10437559571982899,-0.33694439028175044,0.3250740144956521,,0.9331302663832117,4.937381558469156,0.37162342705207196,0.393542785448052,-0.408212560386473,0.2974690191136307,,0.9467264126890169,4.851003166511062,0.6377866201915,0.908434335858059,-0.3427897208001944,0.18583598033165305,,0.9594470070580907,4.265731245838307,0.9637667774399897,3.363099699004079,0.8321894621458443,1.4491239213344786,,0.9252501764518182,4.628646848139288,-0.013436693610705885,0.11790627751199928,-0.4719041089413211,0.3147616945602294,,0.9801094642414023,7.1930751892295595,0.7283287819499015,1.1602437803560308,0.00016353736195591788,0.42647301196933557,
1975-03-01,94.24,15.68,0.62,0.04,5.6985,5.493,5.6205,52.8,39.9804,7.73,1.6115928730861635,8.6,54.3,95.9026851013682,57.6,1975,1,3,27777.33333333333,39.77262413829373,52.65903517098966,8.82897487987342,1,0,0,0,0,0,0,0,0,52.352045769160206,43.19090401132751,6.863855000568549,53.91653795177567,54.30239035246653,0.9449246239095928,3.6584692507370953,0.3826290616225379,0.2701084006618051,-0.22118038809961776,0.20873809615430733,,0.9530711131943058,4.47482074709302,0.1908142520571319,0.11212157809761114,-0.3962870996714953,0.37801113209002773,,0.9495918994922418,4.1886052893079775,0.2613338830957588,0.15791292601134863,-0.34050595832860847,0.26712046202032,,0.9615287029891282,6.307255484858257,0.5316600616902197,2.461022929111102,-0.6114524135269774,0.5988875134371898,,0.9828874875107932,7.0404922311697415,0.5123682816340452,0.6601890903898359,-0.3348820460759699,0.19910337470596556,,0.9308718128601531,4.109134671624789,0.2662331553859639,0.11230125464331281,-0.20485258115157162,0.18976979066738814,,0.9410705454816203,3.2896362897793807,0.2583561512156585,0.12066840540252156,-0.33557255177339534,0.33460934316896834,,0.9266007990497787,4.575168264524732,0.3439762001142172,0.508444121683193,-0.48776705089547817,0.3973727749603807,,0.9512049561326358,5.056358470017876,0.6366658074079212,0.9006270279356019,-0.3280316111946426,0.17240414223436792,,0.9650407991243627,4.3961257287616915,0.9566842419285353,3.149578450127595,0.8540517388630164,1.5017789384243572,,0.9292760932332926,4.697890671033747,-0.013294934987242974,0.1171738512884638,-0.4719041089413214,0.31476169456022973,,0.9798933336257809,7.22998441977267,0.7283625073515988,1.1520553893910614,-8.266181617059586e-05,0.42647636780946163,
1975-04-01,15.68,2.26,0.12,0.02,6.3981818181818175,5.61090909090909,5.997727272727272,53.0,40.0572,8.23,1.6264797021563235,8.8,54.2,96.3141874358922,57.6,1975,2,4,27821.0,39.87852274561704,52.95872552316513,8.989925045861083,1,0,0,0,0,0,0,0,0,52.74575231368306,43.04561062051089,7.018948604372387,54.35488971605357,54.54634294445411,0.9429872631391595,3.677698712055921,0.3765926169868623,0.2873333189026957,-0.19261367564860896,0.21253810435719445,,0.9531677042279505,4.464301377821546,0.19057274498338952,0.1125457223409821,-0.39296907037781986,0.3721995402406828,,0.9495129615001426,4.191085693155849,0.25910971324148235,0.1659942096877033,-0.32786762827077287,0.26687553227103167,,0.9629371341181456,6.372014526928377,0.5316677730093572,2.4571060090538572,-0.6113447160250711,0.5988838338112596,,0.9828623533064885,7.050588075945762,0.5115754969581195,0.65538553293686,-0.31026104548161404,0.19504117155236084,,0.9217733629989208,4.107375055150755,0.28407958991105686,0.132624735749361,-0.19366892392613472,0.19070184929782477,,0.9431331062330701,3.452793090010135,0.26159922269272845,0.12757320700150676,-0.3277196427335411,0.31591256956663927,,0.9297577799472937,4.376095019659726,0.36100306264238,0.5615899077626616,-0.511438857523552,0.44485396983763675,,0.9556117166168366,5.271324359304636,0.636088515594917,0.886078051893098,-0.3253031310275644,0.16649511287725968,,0.9707200562887388,4.56442158884632,0.9495886849500804,2.9003710766942996,0.8688171158850795,1.5449366946736103,,0.932838677507969,4.792836109919893,-0.013156135615314521,0.11659927417992873,-0.47190410894132134,0.3147616945602297,,0.979679035780981,7.256399537956637,0.7283955053697043,1.1459040030675456,-8.180086868026415e-05,0.4264794928767724,
1975-05-01,2.26,0.62,0.0,0.06,5.90904761904762,5.227142857142857,5.587142857142857,53.1,39.9402,8.06,1.6994346270780911,9.0,55.3,96.79669483822212,72.8,1975,2,5,27952.0,39.64695657980852,53.08167150969764,9.424144575055864,1,0,0,0,0,0,0,0,0,53.146206682592,42.90047045334135,7.186541103097551,54.72310559347861,55.430041071954506,0.94281891448261,3.6745635449655047,0.3487164791061017,0.2388788327680338,-0.21171647990777764,0.23569105826495387,,0.9523017639781705,4.426644622660864,0.1867050122595258,0.10885274601765671,-0.3916345177049398,0.36279341336473947,,0.9487836146942905,4.166371179436695,0.247791302944194,0.15041629591781164,-0.3311565822079384,0.27988043649527866,,0.9645936289072259,6.448506964215729,0.5293335704064978,2.3502421313399475,-0.6081231836357955,0.5916838620730878,,0.9828698323779993,7.054923931547565,0.5103510338102742,0.67892638251031,-0.31653676556557225,0.1985722067172573,,0.9276668207763936,4.157998870574536,0.26191941408540764,0.11788545082106741,-0.19611941669230934,0.20544911489653808,,0.9465610578618282,3.5588503489745027,0.26063537270129755,0.1306200681685132,-0.33058337646561914,0.2942456980006322,,0.9326956025697555,4.289542870444444,0.3650021891179268,0.6191766609472034,-0.5112993352238384,0.44443938415603695,,0.9555062801916165,5.453149647068825,0.6166424608782123,0.8550158451070154,-0.3173732721967072,0.14351985031600042,,0.975723048063471,4.748429646434599,0.9467468023528973,2.7145328187452855,0.8786708975005705,1.5694949059320389,,0.9442344627396325,4.944177005541897,-0.006152563074685742,0.10483054523691625,-0.42586684205525777,0.2927876006891873,,0.9788727460696341,7.2663880751114265,0.7212533127254809,1.0741941691765362,-0.00020042928443591415,0.3650777773106184,
1975-06-01,0.62,0.12,0.04,0.0,5.861428571428571,5.342380952380952,5.613333333333333,53.5,40.1927,7.86,1.7355325872517693,8.8,55.3,97.3043090333999,72.8,1975,2,6,28083.0,40.12053529398785,53.47784506823525,8.950027750153144,1,0,0,0,0,0,0,0,0,53.498207570963686,42.7263626028732,7.38856042201901,55.06281799838288,55.111094336752494,0.9428010399692235,3.670056168801156,0.35059621109509254,0.23838108084885148,-0.23552922321834782,0.2284693126488712,,0.9525949742223501,4.407050251950392,0.18424106603778023,0.10426204861513146,-0.3968387869267607,0.3411049859785361,,0.9488917252549293,4.1500626254269015,0.2473982196414079,0.1500460183659155,-0.3418551129157558,0.2686648203584122,,0.9649837766762404,6.520109984455709,0.5107474518686319,2.398262387310852,-0.5966252729472029,0.5810788945729572,,0.9827767611141535,7.063650607311823,0.5066997277267582,0.6483872515287065,-0.3183938014912127,0.19109489346556086,,0.93268244566718,4.23692014109513,0.26885439306651665,0.12734249244690948,-0.19335387478401453,0.20481231477324663,,0.9476817240059179,3.6234524397848897,0.2701952602509353,0.1436111496667469,-0.33540976315006804,0.2841136787311317,,0.9433547474876408,4.359383766696504,0.34833795013850455,0.5233063934438814,-0.49349125672821514,0.48360576154689733,,0.9589363843148155,5.635386230891236,0.6092987866439051,0.8458864285030169,-0.34885290148448,0.1825014205554365,,0.9797631263450263,4.928420669008156,0.9473225907121894,2.622733467601618,0.8806534435695111,1.5714249392351913,,0.9445991383090869,5.083440527707453,-0.003568875685568264,0.10461196908444272,-0.47694200187816765,0.3542509183493702,,0.9780258808915331,7.25978089184896,0.7244012082458249,1.0306588813396225,-0.00048478755445135454,0.3650742407623072,
1975-07-01,0.12,0.0,0.02,0.0,6.640000000000001,6.133636363636364,6.499545454545455,54.0,40.6115,8.06,1.7433816851010715,8.6,55.3,97.8060146874313,72.8,1975,3,7,28214.0,40.531403223992136,53.95545065247535,8.698145077908038,0,0,0,0,0,0,0,0,0,53.783943124212826,42.48059095870252,7.670026397436514,55.379379462427096,55.4269000410096,0.9395468789719362,3.664187147706626,0.3351379089788006,0.23900581400971113,-0.21081719951155586,0.24088702883290086,,0.9511446021997968,4.40591227334361,0.18263326176627953,0.11137784305713827,-0.37991070721528053,0.3566955213167475,,0.9464160051515844,4.145498151880201,0.23772452256296892,0.1520041523427796,-0.31896474295127386,0.2828051422808315,,0.9650190959238362,6.581773418799813,0.5163759965740183,2.379861252566166,-0.5803712574850309,0.5465960550754754,,0.9824784325997196,7.07272802201592,0.5070096073411151,0.6121793801472829,-0.3137558408544864,0.19325263004386153,,0.9307215467811448,4.288791410431779,0.259401407822022,0.1217426608007714,-0.19063424391373215,0.22624256419341598,,0.9479749778494895,3.6707895301154,0.2712516595925271,0.1447441028025846,-0.331669462548738,0.2865181273520033,,0.9515683433041914,4.519160023476376,0.35952079271994536,0.4533808295921065,-0.4936641089749108,0.48409300804245875,,0.9618667453618253,5.811912962721734,0.6101388496737647,0.8412352350640561,-0.34885290148448,0.1825014205554365,,0.9828152523100935,5.089211470291209,0.949863871350359,2.6114002572781985,0.8799974958667324,1.5746376938234745,,0.944950589163684,5.207237807111845,-0.0035330702847851496,0.10421991594517749,-0.47694200187816765,0.3542509183493702,,0.9771492405321275,7.236920549986861,0.7274175290227276,1.0082871895257242,-0.00047988938175917473,0.36507114046526457,
1975-08-01,0.0,0.04,0.06,0.0,7.163333333333334,6.441904761904762,6.936190476190476,54.2,41.0114,8.4,1.6472275787382318,8.4,55.3,98.2762942796113,75.7,1975,3,8,28316.0,40.97094706610522,54.10197091379141,8.020448413542658,0,0,0,0,0,0,0,0,0,54.05136017826449,42.15529449166338,7.985304432040491,55.67217858106998,55.78944848256295,0.9360931521346322,3.6213698643220362,0.3529114578906573,0.2666605704716126,-0.22044048545604486,0.23897104552499362,,0.950219664582259,4.391193804861906,0.19377216462338884,0.12177167748046175,-0.38770341604023906,0.35992246965395713,,0.9444408364774383,4.114834761453728,0.25499722969221134,0.17325252393529417,-0.33087092758699604,0.2817303326082439,,0.9661590921113846,6.64701801928917,0.5153604269541658,2.375497655015776,-0.5692758973362602,0.47955573006307195,,0.9820630922419128,7.0740858390752654,0.5112062726427558,0.5876466162010476,-0.31402436732411254,0.19451374224880605,,0.9259496077122997,4.289482344937659,0.26464776361644643,0.1259134272530663,-0.1826479339896819,0.22162578891953374,,0.9426501651974782,3.7268824874450974,0.25828881210715493,0.14514510325715038,-0.3138363637727256,0.2729474523832687,,0.9580714496955264,4.727553770780231,0.37012121511769264,0.42923213903602986,-0.49366281698592324,0.4839019085899389,,0.9643971838503311,5.981418273146561,0.6109587180709513,0.8399937792149681,-0.34885290148447995,0.18250142055543644,,0.9849662342996769,5.221171118774247,0.9534800062730018,2.6542226045306556,0.8784367908559534,1.5963503820911082,,0.9464825841175404,5.297747256896565,-0.0029954791524595703,0.10382795311137237,-0.47540619025816344,0.3582423476991785,,0.9765076612743153,7.203253624076238,0.7310578464364124,1.0083843004739559,-0.0003794252183175836,0.3632738875285617,
1975-09-01,0.04,0.02,0.0,0.1,7.197142857142857,6.419047619047619,6.920952380952381,54.6,41.5422,8.43,1.6279651318668673,8.4,56.1,98.7128536871808,75.7,1975,3,9,28418.0,41.9689983405525,54.6035317257804,8.291052265213171,0,0,0,0,0,0,0,0,0,54.31484408693552,41.96988134036278,8.111127490066742,55.94422898768909,56.20013015506768,0.9364096203838386,3.584630253252361,0.3531605395277886,0.26685194563280273,-0.21173764790075753,0.26074333585113224,,0.9503787708060263,4.37776604534527,0.19312874175449773,0.12188276689272054,-0.3808335102533278,0.3650822472062804,,0.9447543415781645,4.088644707103708,0.25413052931844765,0.172857652544427,-0.3206885688425897,0.29347607890861377,,0.9665346955404446,6.705632409898379,0.5064590086748458,2.384795862705894,-0.5861833508372426,0.48768441263765844,,0.9813015539124238,7.057944326841815,0.5142004475380213,0.5605262779316094,-0.313861863448085,0.19072578981881952,,0.928220793475152,4.305764537153358,0.2642273819174727,0.12586222105309705,-0.18606497095033128,0.23531799705330722,,0.942174352219596,3.7694486738747286,0.26504428820866344,0.15061557482678822,-0.33052051295994106,0.2930042728496119,,0.9606065419018684,4.945986028644363,0.37288660923099937,0.4301673374477551,-0.4893162393162386,0.48870443421725185,,0.9645938280851734,6.123355330454967,0.6028579397372839,0.8225837372894886,-0.34155233118403405,0.1938945806325892,,0.986403039016117,5.319885067393009,0.9566382363628817,2.7226580154372875,0.8785496465227577,1.6291687853654806,,0.9466215335535367,5.376449618122013,-0.002565607174211266,0.10307135117519743,-0.47709152594648807,0.3718269665938451,,0.9758706875126651,7.160780277640948,0.7323981086300866,1.0131225463490803,-0.0003018054842435912,0.36327214606095254,
1975-10-01,0.02,0.06,0.0,0.04,6.477727272727273,5.956818181818182,6.253636363636364,54.9,41.7224,8.14,1.6771214999652744,8.4,56.9,99.1272272690546,75.7,1975,4,10,28520.0,42.15726816830448,54.95170865526303,8.253157352618429,0,0,0,0,0,0,0,0,0,54.5780246943231,42.11280102086845,8.079499613561056,56.2024017916896,56.274645097695455,0.9386754587807964,3.588963890756474,0.34166122691954826,0.2752354686106833,-0.18919440616627423,0.259326595848119,,0.9508065839795359,4.377588414478397,0.19192595295433798,0.12464927090642275,-0.37358579296839495,0.3549156492656151,,0.9457175176997042,4.089686500673527,0.24932851707241185,0.18027996192876802,-0.3050950514430929,0.28263525956053026,,0.9672436636531826,6.762123180634672,0.5119797910465725,2.40340387130321,-0.5925560704982928,0.4994445754628196,,0.9810260772566258,7.033409615543968,0.5171943371532693,0.5632194243008674,-0.31428687281248796,0.17943800884777764,,0.9351526290864276,4.381207954733051,0.25929475862908585,0.13635487505492402,-0.1702307022881241,0.2275620668514952,,0.9449565628468385,3.8133684041619005,0.25888037629474825,0.13949980810158857,-0.31205509609766346,0.28546855891820494,,0.9628365840067896,5.164926802749382,0.3732283542499708,0.4333324375380242,-0.4893162393162386,0.48870443421725196,,0.9648358063620223,6.242847698358899,0.6056209812376003,0.8135696529134984,-0.34175685125785144,0.19421426678735995,,0.9872920208239513,5.3845468128462475,0.9588298692937332,2.7982056544197884,0.8792558065181638,1.6541748589027703,,0.9467564625531858,5.442072290780694,-0.0025406408772902234,0.10334636136393988,-0.47709152594648796,0.37182696659384495,,0.9752436155706454,7.11267959923886,0.7336988654766542,1.0224669414278214,-0.000298846294881237,0.36327001944534015,
1975-11-01,0.06,0.0,0.0,0.1,6.069411764705883,5.475882352941177,5.799411764705883,55.3,41.7797,8.05,1.6964865396102562,8.3,57.1,99.5324405139201,75.6,1975,4,11,28713.0,42.11740289445218,55.44883010528668,7.944121445075462,0,0,0,0,0,0,0,0,0,54.84249575053248,42.32871708478355,8.029148567641329,56.45689691233497,56.76180605562048,0.9388571112058868,3.5908253541114994,0.3563512329424184,0.2834872712683927,-0.1990611069670213,0.28329404238619477,,0.9501840531206459,4.3729184797521885,0.20173660602383298,0.11852057936294226,-0.3733362629194322,0.35415490416616424,,0.9453189149946452,4.086053018426216,0.26331008819340707,0.18116675519244294,-0.3096086621489819,0.29476819888356487,,0.9675977904684336,6.812030746677312,0.5112890345900079,2.4017182632222873,-0.5945083267248225,0.5069866603530311,,0.9809437642855133,7.008176213447226,0.5171224307279905,0.5629338470187696,-0.31097420392736685,0.17985286036464387,,0.9379872259660585,4.471443213824938,0.2663404492946136,0.14131867250152563,-0.17781676102384214,0.23583831417166978,,0.9460112386933953,3.848253790166699,0.2623234336841771,0.1357618002965,-0.31678200456193156,0.29605624492229593,,0.9660703027113919,5.38571295374194,0.37289516567083153,0.4419115912785044,-0.48828312896739257,0.48562490151842497,,0.9665451059737601,6.360897881320193,0.6043802741341084,0.8116647395191551,-0.3375219313280267,0.18237494729953985,,0.9877312386611127,5.416588830510349,0.9602185998972315,2.872165756293961,0.8795994031436803,1.664966021834032,,0.9468457884330315,5.495863410286536,-0.0025300093851030937,0.1033784481414042,-0.4770897046424243,0.37208544548302,,0.9737242600236711,7.0470907338953435,0.7250879712458994,1.0215098784650571,-0.0005201414517227895,0.3521214464789852,
1975-12-01,0.0,0.0,0.1,0.08,6.160454545454545,5.443181818181818,5.846363636363637,55.6,42.3462,8.0,1.6748696546193202,8.2,57.1,99.9363086425029,75.6,1975,4,12,28906.0,42.45872108066676,55.75672185130247,8.001338883134997,0,0,0,0,0,0,0,0,0,55.10924572638176,42.54627996838522,7.982292606539764,56.71413035238498,57.09274441041017,0.9387618969473004,3.5936313016037302,0.35434365475265966,0.28292723823079197,-0.18983247635795109,0.290776952544062,,0.9501797899815514,4.368762288545849,0.2027713215961471,0.1185174839953163,-0.37117119281269695,0.349511721037134,,0.945365025443346,4.084265462120055,0.26242666462201303,0.1812213955512239,-0.30304752657427386,0.2945934432294517,,0.9682649267290733,6.860159825911788,0.5164851427426829,2.418878020995384,-0.5961672473867607,0.5117966643856887,,0.9798333673969386,6.962947279181855,0.5085891283149209,0.5552469513506954,-0.30977766499629844,0.18219565424751727,,0.939915881591796,4.567097669659193,0.26797311578473126,0.13750736640703337,-0.1767092961261288,0.23792137207087607,,0.9453865434399239,3.874773975619111,0.2601782810459009,0.13949472545522174,-0.31214109715536953,0.2925052350891616,,0.9688467279043179,5.596906217231389,0.3763170791472683,0.4507500645897841,-0.4883033369305801,0.48565852194404974,,0.9685100745952636,6.478529011716095,0.6037725100291697,0.8050210141024748,-0.3331160365058665,0.1821962717303903,,0.9877638264588775,5.418886581619479,0.9611663735132835,2.941913949495537,0.879671955223503,1.667810767617742,,0.946978067058134,5.537553949705835,-0.002519348388549147,0.10382742728213343,-0.4770917025853761,0.372251953250616,,0.9721895835798898,6.968760026026889,0.7323253768329587,1.0495001892369058,-0.0009079535738428147,0.35211509548463843,
1976-01-01,0.0,0.0,0.04,0.02,5.438571428571429,4.868571428571428,5.14,55.8,42.9082,7.74,1.7855531848738542,7.9,56.9,100.322704728373,84.6,1976,1,1,29099.0,42.831164617174224,55.91543152814419,7.950684364954708,0,0,0,0,0,0,0,0,0,55.378725849474506,42.76861939293365,7.937269410331536,56.97185935305783,56.83799417470964,0.9363989809321146,3.5661680730093916,0.34070730791302056,0.27916519396896666,-0.20204702577069164,0.3290045814166401,,0.9480200042532527,4.338528396805597,0.2006067235523431,0.1256520373153939,-0.3754495050353879,0.36206656154267514,,0.942607939578826,4.0498151808900005,0.25447072354330935,0.18646568003754335,-0.31016995636339495,0.3206882116325478,,0.9691913022345393,6.910555324584361,0.5159774063843636,2.413519891406497,-0.5887624305214207,0.4976167430492692,,0.9785457839474512,6.8988153104562695,0.5161415945142861,0.5638573735486746,-0.31016953751075277,0.18230574813321024,,0.9436733167326229,4.674196894228461,0.26827625457738763,0.12858691983281562,-0.17682405704212803,0.24609965832914826,,0.9457766587170224,3.879478554272212,0.23950762006642373,0.11542848405706238,-0.311976874708742,0.2883759321492592,,0.9732084509451712,5.809691484386982,0.3775937417685262,0.45902386094236897,-0.4842922241748357,0.4776585737604035,,0.9706558961091408,6.598964078255165,0.6037272642729619,0.7931233256854913,-0.331384394879583,0.17625561540321702,,0.987442515733352,5.39657399597358,0.962676023566513,3.009277179314447,0.8790743808960633,1.6708880442093468,,0.9453531872664375,5.506752513094709,-0.0011984941167363285,0.11524147539438157,-0.46244255123071976,0.3590585034820177,,0.9706684899810575,6.880934564563154,0.7390695769781024,1.0906104186276524,-0.0008993002985037012,0.35210941343236485,
