year,month,day,hour,pm_lag1,pm_lag2,pm_lag3,pm_lag24,pm_roll24,pm_roll168,DEWP_lag1,TEMP_lag1,PRES_lag1,Iws_lag1,Is_lag1,Ir_lag1,cbwd_lag1,hour_sin,hour_cos,mon_sin,mon_cos,target
2010,5,25,20,33.0,57.0,48.0,44.0,32.416666666666664,80.30952380952381,5.0,27.0,1009.0,7.16,0.0,0.0,2.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,43.0
2010,5,25,21,43.0,33.0,57.0,45.0,32.375,80.36904761904762,7.0,28.0,1009.0,11.18,0.0,0.0,2.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,35.0
2010,5,25,22,35.0,43.0,33.0,28.0,31.958333333333332,80.39285714285714,7.0,27.0,1010.0,15.2,0.0,0.0,2.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,37.0
2010,5,25,23,37.0,35.0,43.0,18.0,32.333333333333336,80.36904761904762,7.0,26.0,1010.0,18.33,0.0,0.0,2.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,39.0
2010,5,26,0,39.0,37.0,35.0,20.0,33.208333333333336,80.25595238095238,7.0,26.0,1011.0,1.79,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,47.0
2010,5,26,1,47.0,39.0,37.0,24.0,34.333333333333336,80.24404761904762,10.0,20.0,1011.0,1.79,0.0,0.0,2.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,105.0
2010,5,26,2,105.0,47.0,39.0,18.0,37.708333333333336,80.64285714285714,9.0,21.0,1011.0,0.89,0.0,0.0,3.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,104.0
2010,5,26,3,104.0,105.0,47.0,28.0,41.291666666666664,81.01785714285714,11.0,20.0,1011.0,1.78,0.0,0.0,3.0,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387,139.0
2010,5,26,4,139.0,104.0,105.0,16.0,45.916666666666664,81.64285714285714,10.0,21.0,1011.0,0.89,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,92.0
2010,5,26,5,92.0,139.0,104.0,14.0,49.083333333333336,82.0297619047619,10.0,20.0,1012.0,2.68,0.0,0.0,1.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,86.0
2010,5,26,6,86.0,92.0,139.0,14.0,52.083333333333336,82.4047619047619,13.0,19.0,1012.0,1.79,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,81.0
2010,5,26,7,81.0,86.0,92.0,24.0,54.875,82.68452380952381,13.0,20.0,1012.0,1.79,0.0,0.0,1.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,65.0
2010,5,26,8,65.0,81.0,86.0,29.0,56.583333333333336,82.86904761904762,12.0,23.0,1013.0,0.89,0.0,0.0,3.0,0.8660254037844387,-0.49999999999999983,0.49999999999999994,-0.8660254037844387,131.0
2010,5,26,9,131.0,65.0,81.0,45.0,60.833333333333336,83.39285714285714,12.0,24.0,1014.0,1.78,0.0,0.0,3.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,137.0
2010,5,26,10,137.0,131.0,65.0,33.0,64.66666666666667,83.91071428571429,12.0,27.0,1014.0,4.92,0.0,0.0,2.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,118.0
2010,5,26,11,118.0,137.0,131.0,46.0,68.20833333333333,84.33333333333333,11.0,27.0,1014.0,10.73,0.0,0.0,2.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,115.0
2010,5,26,12,115.0,118.0,137.0,39.0,71.08333333333333,84.75595238095238,11.0,29.0,1014.0,16.54,0.0,0.0,2.0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,80.0
2010,5,26,13,80.0,115.0,118.0,28.0,72.79166666666667,85.01785714285714,11.0,30.0,1014.0,21.46,0.0,0.0,2.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,79.0
2010,5,26,14,79.0,80.0,115.0,55.0,74.91666666666667,85.31547619047619,11.0,30.0,1013.0,25.48,0.0,0.0,2.0,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,62.0
2010,5,26,15,62.0,79.0,80.0,45.0,75.20833333333333,85.52380952380952,11.0,30.0,1013.0,30.4,0.0,0.0,2.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,58.0
2010,5,26,16,58.0,62.0,79.0,27.0,75.75,85.69047619047619,10.0,30.0,1012.0,35.32,0.0,0.0,2.0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,63.0
2010,5,26,17,63.0,58.0,62.0,48.0,77.25,85.88690476190476,10.0,29.0,1012.0,40.24,0.0,0.0,2.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,72.0
2010,5,26,18,72.0,63.0,58.0,57.0,78.25,86.19047619047619,9.0,29.0,1012.0,45.16,0.0,0.0,2.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,59.0
2010,5,26,19,59.0,72.0,63.0,33.0,78.33333333333333,86.42857142857143,10.0,28.0,1012.0,49.18,0.0,0.0,2.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,48.0
2010,5,26,20,48.0,59.0,72.0,43.0,78.95833333333333,86.58928571428571,11.0,27.0,1013.0,52.31,0.0,0.0,2.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,40.0
2010,5,26,21,40.0,48.0,59.0,35.0,78.83333333333333,86.66071428571429,10.0,26.0,1013.0,57.23,0.0,0.0,2.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,48.0
2010,5,26,22,48.0,40.0,48.0,37.0,79.375,86.75595238095238,12.0,26.0,1015.0,61.25,0.0,0.0,2.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,59.0
2010,5,26,23,59.0,48.0,40.0,39.0,80.29166666666667,86.91071428571429,12.0,24.0,1015.0,64.38,0.0,0.0,2.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,78.0
2010,5,27,0,78.0,59.0,48.0,47.0,81.91666666666667,87.11309523809524,13.0,24.0,1015.0,1.79,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,90.0
2010,5,27,1,90.0,78.0,59.0,105.0,83.70833333333333,87.28571428571429,14.0,22.0,1015.0,0.89,0.0,0.0,3.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,91.0
2010,5,27,2,91.0,90.0,78.0,104.0,83.125,87.44047619047619,11.0,23.0,1015.0,3.13,0.0,0.0,2.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,98.0
2010,5,27,3,98.0,91.0,90.0,139.0,82.875,87.63095238095238,11.0,22.0,1015.0,4.92,0.0,1.0,2.0,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387,92.0
2010,5,27,4,92.0,98.0,91.0,92.0,80.91666666666667,87.64880952380952,13.0,21.0,1015.0,0.89,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,81.0
2010,5,27,5,81.0,92.0,98.0,86.0,80.45833333333333,87.51785714285714,13.0,21.0,1015.0,0.89,0.0,0.0,3.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,74.0
2010,5,27,6,74.0,81.0,92.0,81.0,79.95833333333333,87.28571428571429,12.0,21.0,1015.0,1.79,0.0,0.0,2.0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,80.0
2010,5,27,7,80.0,74.0,81.0,65.0,79.91666666666667,87.14285714285714,13.0,21.0,1015.0,0.89,0.0,0.0,3.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,67.0
2010,5,27,8,67.0,80.0,74.0,131.0,80.0,86.92857142857143,14.0,22.0,1015.0,1.79,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.49999999999999994,-0.8660254037844387,108.0
2010,5,27,9,108.0,67.0,80.0,137.0,79.04166666666667,87.125,15.0,21.0,1015.0,3.58,0.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,92.0
2010,5,27,10,92.0,108.0,67.0,118.0,77.16666666666667,87.28571428571429,15.0,22.0,1015.0,6.71,0.0,1.0,1.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,71.0
2010,5,27,11,71.0,92.0,108.0,115.0,75.20833333333333,87.30952380952381,15.0,23.0,1015.0,9.84,0.0,2.0,1.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,92.0
2010,5,27,12,92.0,71.0,92.0,80.0,74.25,87.54166666666667,14.0,23.0,1015.0,0.89,0.0,0.0,3.0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,84.0
2010,5,27,13,84.0,92.0,71.0,79.0,74.41666666666667,87.73809523809524,15.0,23.0,1015.0,1.78,0.0,1.0,3.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,85.0
2010,5,27,14,85.0,84.0,92.0,62.0,74.66666666666667,87.89880952380952,15.0,23.0,1015.0,2.67,0.0,2.0,3.0,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,83.0
2010,5,27,15,83.0,85.0,84.0,58.0,75.54166666666667,88.16071428571429,16.0,22.0,1015.0,1.79,0.0,3.0,1.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,96.0
2010,5,27,16,96.0,83.0,85.0,63.0,77.125,88.51785714285714,15.0,21.0,1015.0,4.92,0.0,4.0,1.0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,70.0
2010,5,27,17,70.0,96.0,83.0,72.0,77.41666666666667,88.7202380952381,16.0,20.0,1015.0,8.05,0.0,5.0,1.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,72.0
2010,5,27,18,72.0,70.0,96.0,59.0,77.41666666666667,88.94642857142857,16.0,20.0,1015.0,11.18,0.0,6.0,1.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,85.0
2010,6,16,17,133.0,130.0,125.0,66.0,111.875,97.92857142857143,19.0,30.0,998.0,19.68,0.0,0.0,2.0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,139.0
2010,6,16,18,139.0,133.0,130.0,89.0,114.91666666666667,98.33928571428571,20.0,29.0,998.0,23.7,0.0,0.0,2.0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,109.0
2010,6,16,19,109.0,139.0,133.0,118.0,115.75,98.63095238095238,15.0,26.0,1001.0,9.83,0.0,1.0,1.0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,20.0
2010,6,16,20,20.0,109.0,139.0,152.0,111.66666666666667,98.50595238095238,17.0,23.0,1002.0,14.75,0.0,2.0,1.0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,20.0
2010,6,16,21,20.0,20.0,109.0,183.0,106.16666666666667,98.38690476190476,16.0,22.0,1000.0,3.13,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,22.0
2010,6,16,22,22.0,20.0,20.0,99.0,99.45833333333333,98.32738095238095,16.0,23.0,1002.0,1.79,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,27.0
2010,6,16,23,27.0,22.0,20.0,91.0,96.45833333333333,98.18452380952381,18.0,21.0,1004.0,0.89,0.0,1.0,3.0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,30.0
2010,6,17,0,30.0,27.0,22.0,105.0,93.91666666666667,98.11309523809524,19.0,20.0,1004.0,3.13,0.0,2.0,1.0,0.0,1.0,1.2246467991473532e-16,-1.0,33.0
2010,6,17,1,33.0,30.0,27.0,139.0,90.91666666666667,98.05952380952381,18.0,20.0,1001.0,4.02,0.0,3.0,0.0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,37.0
2010,6,17,2,37.0,33.0,30.0,129.0,86.66666666666667,98.05357142857143,18.0,20.0,1002.0,1.79,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,45.0
2010,6,17,3,45.0,37.0,33.0,149.0,83.16666666666667,98.06547619047619,18.0,20.0,1001.0,1.79,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,1.2246467991473532e-16,-1.0,50.0
2010,6,17,4,50.0,45.0,37.0,139.0,79.04166666666667,97.98809523809524,18.0,20.0,1001.0,3.58,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,46.0
2010,6,17,5,46.0,50.0,45.0,155.0,75.16666666666667,97.88690476190476,18.0,20.0,1001.0,4.02,0.0,0.0,1.0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,42.0
2010,6,17,6,42.0,46.0,50.0,86.0,70.45833333333333,97.76785714285714,18.0,20.0,1001.0,7.15,0.0,0.0,1.0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,35.0
2010,6,17,7,35.0,42.0,46.0,67.0,68.33333333333333,97.61904761904762,18.0,20.0,1002.0,11.17,0.0,0.0,1.0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,51.0
2010,6,17,8,51.0,35.0,42.0,62.0,67.66666666666667,97.64880952380952,18.0,21.0,1003.0,16.09,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,44.0
2010,6,17,9,44.0,51.0,35.0,63.0,66.91666666666667,97.66666666666667,18.0,20.0,1003.0,4.02,0.0,1.0,2.0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,43.0
2010,6,17,10,43.0,44.0,51.0,81.0,66.08333333333333,97.67261904761905,18.0,21.0,1003.0,4.92,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30.0
2010,6,17,11,30.0,43.0,44.0,95.0,63.958333333333336,97.61904761904762,17.0,18.0,1003.0,1.79,0.0,1.0,0.0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,27.0
2010,6,17,12,27.0,30.0,43.0,109.0,61.125,97.56547619047619,17.0,19.0,1002.0,3.58,0.0,2.0,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,19.0
2010,6,17,13,19.0,27.0,30.0,120.0,57.375,97.47619047619048,17.0,19.0,1003.0,1.79,0.0,3.0,2.0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,35.0
2010,6,17,14,35.0,19.0,27.0,125.0,53.833333333333336,97.4047619047619,17.0,19.0,1002.0,0.89,0.0,4.0,3.0,-0.4999999999999998,-0.8660254037844388,1.2246467991473532e-16,-1.0,21.0
2010,6,17,15,21.0,35.0,19.0,130.0,49.5,97.31547619047619,17.0,19.0,1002.0,1.79,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,16.0
2010,6,17,16,16.0,21.0,35.0,133.0,44.75,97.17261904761905,17.0,19.0,1001.0,1.79,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,26.0
2010,6,17,17,26.0,16.0,21.0,139.0,40.291666666666664,97.11904761904762,18.0,19.0,1002.0,0.89,0.0,0.0,3.0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,36.0
2010,6,17,18,36.0,26.0,16.0,109.0,36.0,97.10714285714286,17.0,20.0,1001.0,4.92,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,29.0
2010,6,17,19,29.0,36.0,26.0,20.0,32.666666666666664,97.00595238095238,17.0,20.0,1002.0,3.13,0.0,0.0,0.0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,40.0
2010,6,17,20,40.0,29.0,36.0,20.0,33.5,96.78571428571429,17.0,21.0,1002.0,1.79,0.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,37.0
2010,6,17,21,37.0,40.0,29.0,22.0,34.208333333333336,96.69047619047619,17.0,20.0,1002.0,0.89,0.0,0.0,3.0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,39.0
2010,6,17,22,39.0,37.0,40.0,27.0,34.916666666666664,96.57738095238095,17.0,20.0,1003.0,1.78,0.0,0.0,3.0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,50.0
2010,6,17,23,50.0,39.0,37.0,30.0,35.875,96.41071428571429,17.0,19.0,1004.0,2.67,0.0,0.0,3.0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,49.0
2010,6,18,0,49.0,50.0,39.0,33.0,36.666666666666664,96.22619047619048,17.0,19.0,1003.0,3.13,0.0,0.0,1.0,0.0,1.0,1.2246467991473532e-16,-1.0,41.0
2010,6,18,1,41.0,49.0,50.0,37.0,37.0,95.94642857142857,17.0,20.0,1004.0,6.26,0.0,0.0,1.0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,34.0
2010,6,18,2,34.0,41.0,49.0,45.0,36.875,95.57142857142857,17.0,19.0,1003.0,8.05,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,58.0
2010,6,18,3,58.0,34.0,41.0,50.0,37.416666666666664,95.45833333333333,17.0,18.0,1002.0,0.89,0.0,0.0,3.0,0.7071067811865475,0.7071067811865476,1.2246467991473532e-16,-1.0,57.0
2010,6,18,4,57.0,58.0,34.0,46.0,37.708333333333336,95.36904761904762,16.0,18.0,1002.0,1.79,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,39.0
2010,6,18,5,39.0,57.0,58.0,42.0,37.416666666666664,95.13690476190476,17.0,18.0,1003.0,0.89,0.0,0.0,3.0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,40.0
2010,6,18,6,40.0,39.0,57.0,35.0,37.333333333333336,94.89285714285714,16.0,18.0,1003.0,1.78,0.0,0.0,3.0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,41.0
2010,6,18,7,41.0,40.0,39.0,51.0,37.583333333333336,94.55952380952381,17.0,19.0,1003.0,1.79,0.0,0.0,1.0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,44.0
2010,6,18,8,44.0,41.0,40.0,44.0,37.291666666666664,94.39285714285714,17.0,20.0,1004.0,4.92,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,49.0
2010,6,18,9,49.0,44.0,41.0,43.0,37.5,94.2202380952381,16.0,20.0,1005.0,8.05,0.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,61.0
2010,6,18,10,61.0,49.0,44.0,30.0,38.25,94.16071428571429,17.0,22.0,1005.0,11.18,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,74.0
2010,6,18,11,74.0,61.0,49.0,27.0,40.083333333333336,94.16071428571429,17.0,23.0,1005.0,1.79,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,93.0
2010,6,18,12,93.0,74.0,61.0,19.0,42.833333333333336,94.2797619047619,17.0,23.0,1004.0,0.89,0.0,0.0,3.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,96.0
2010,6,18,13,96.0,93.0,74.0,35.0,46.041666666666664,94.3452380952381,17.0,25.0,1004.0,1.78,0.0,0.0,3.0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,81.0
2010,6,18,14,81.0,96.0,93.0,21.0,47.958333333333336,94.2797619047619,17.0,27.0,1003.0,2.67,0.0,0.0,3.0,-0.4999999999999998,-0.8660254037844388,1.2246467991473532e-16,-1.0,74.0
2010,6,18,15,74.0,81.0,96.0,16.0,50.166666666666664,94.125,16.0,27.0,1003.0,4.46,0.0,0.0,3.0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,79.0
2010,6,18,16,79.0,74.0,81.0,26.0,52.791666666666664,94.0297619047619,18.0,26.0,1002.0,1.79,0.0,0.0,2.0,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,63.0
2010,6,18,17,63.0,79.0,74.0,36.0,54.333333333333336,93.82142857142857,18.0,27.0,1003.0,4.92,0.0,0.0,2.0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,69.0
2010,6,18,18,69.0,63.0,79.0,29.0,55.708333333333336,93.70238095238095,19.0,25.0,1002.0,8.94,0.0,0.0,2.0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,95.0
2010,6,18,19,95.0,69.0,63.0,40.0,58.458333333333336,93.70238095238095,19.0,25.0,1002.0,12.07,0.0,0.0,2.0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,100.0
2010,6,18,20,100.0,95.0,69.0,37.0,60.958333333333336,93.74404761904762,17.0,22.0,1003.0,15.2,0.0,0.0,2.0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,100.0
2010,6,18,21,100.0,100.0,95.0,39.0,63.583333333333336,93.78571428571429,16.0,22.0,1003.0,16.99,0.0,0.0,2.0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,88.0
2010,6,18,22,88.0,100.0,100.0,50.0,65.625,93.75595238095238,17.0,20.0,1004.0,18.78,0.0,0.0,2.0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,65.0
2010,6,18,23,65.0,88.0,100.0,49.0,66.25,93.58333333333333,17.0,20.0,1004.0,0.89,0.0,0.0,3.0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,69.0
2010,6,19,0,69.0,65.0,88.0,41.0,67.08333333333333,93.4047619047619,17.0,19.0,1005.0,0.89,0.0,0.0,2.0,0.0,1.0,1.2246467991473532e-16,-1.0,70.0
2010,6,19,1,70.0,69.0,65.0,34.0,68.29166666666667,93.2202380952381,16.0,19.0,1005.0,0.89,0.0,0.0,3.0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,89.0
2010,6,19,2,89.0,70.0,69.0,58.0,70.58333333333333,92.89285714285714,16.0,18.0,1005.0,1.34,0.0,0.0,3.0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,98.0
2010,6,19,3,98.0,89.0,70.0,57.0,72.25,92.52380952380952,16.0,18.0,1005.0,0.89,0.0,0.0,2.0,0.7071067811865475,0.7071067811865476,1.2246467991473532e-16,-1.0,96.0
2010,6,19,4,96.0,98.0,89.0,39.0,73.875,92.25,17.0,18.0,1005.0,0.89,0.0,0.0,3.0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,98.0
2010,6,19,5,98.0,96.0,98.0,40.0,76.33333333333333,92.20833333333333,16.0,18.0,1005.0,0.89,0.0,0.0,2.0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,96.0
2010,6,19,6,96.0,98.0,96.0,41.0,78.66666666666667,92.20238095238095,16.0,18.0,1005.0,0.89,0.0,0.0,3.0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,90.0
2010,6,19,7,90.0,96.0,98.0,44.0,80.70833333333333,92.17857142857143,17.0,19.0,1005.0,1.34,0.0,0.0,3.0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,92.0
2010,6,19,8,92.0,90.0,96.0,49.0,82.70833333333333,92.19047619047619,19.0,20.0,1006.0,1.79,0.0,0.0,3.0,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,99.0
2010,6,19,9,99.0,92.0,90.0,61.0,84.79166666666667,92.23809523809524,17.0,22.0,1006.0,2.68,0.0,0.0,3.0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,106.0
2010,6,19,10,106.0,99.0,92.0,74.0,86.66666666666667,92.28571428571429,17.0,24.0,1005.0,1.79,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,120.0
2010,6,19,11,120.0,106.0,99.0,93.0,88.58333333333333,92.38095238095238,18.0,26.0,1005.0,0.89,0.0,0.0,3.0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,109.0
2010,6,19,12,109.0,120.0,106.0,96.0,89.25,92.3452380952381,18.0,28.0,1005.0,2.68,0.0,0.0,3.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,74.0
2010,6,19,13,74.0,109.0,120.0,81.0,88.33333333333333,92.19047619047619,18.0,29.0,1004.0,1.79,0.0,0.0,2.0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,87.0
2010,6,19,14,87.0,74.0,109.0,74.0,88.58333333333333,92.02380952380952,17.0,31.0,1003.0,3.58,0.0,0.0,2.0,-0.4999999999999998,-0.8660254037844388,1.2246467991473532e-16,-1.0,93.0
2010,6,19,15,93.0,87.0,74.0,79.0,89.375,91.91666666666667,16.0,31.0,1003.0,5.37,0.0,0.0,2.0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,99.0
2010,6,19,16,99.0,93.0,87.0,63.0,90.20833333333333,92.00595238095238,19.0,32.0,1002.0,8.5,0.0,0.0,2.0,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,82.0
2010,6,19,17,82.0,99.0,93.0,69.0,91.0,91.96428571428571,19.0,31.0,1002.0,12.52,0.0,0.0,2.0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,80.0
2010,6,19,18,80.0,82.0,99.0,95.0,91.45833333333333,91.82142857142857,19.0,31.0,1002.0,16.54,0.0,0.0,2.0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,78.0
2010,6,19,19,78.0,80.0,82.0,100.0,90.75,91.71428571428571,19.0,28.0,1003.0,19.67,0.0,0.0,2.0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,83.0
2010,6,19,20,83.0,78.0,80.0,100.0,90.04166666666667,91.5,20.0,27.0,1003.0,21.46,0.0,0.0,2.0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,92.0
2010,6,19,21,92.0,83.0,78.0,88.0,89.70833333333333,91.2797619047619,21.0,26.0,1004.0,23.25,0.0,0.0,2.0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,104.0
2010,6,19,22,104.0,92.0,83.0,65.0,90.375,91.1547619047619,21.0,24.0,1005.0,0.89,0.0,0.0,3.0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,116.0
2010,6,19,23,116.0,104.0,92.0,69.0,92.5,91.08928571428571,21.0,24.0,1005.0,1.78,0.0,0.0,3.0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,117.0
2010,6,20,0,117.0,116.0,104.0,70.0,94.5,91.16666666666667,21.0,24.0,1006.0,2.67,0.0,0.0,3.0,0.0,1.0,1.2246467991473532e-16,-1.0,205.0
